NO	기업명	기업코드	ESG등급	지배구조	사회	환경	평가년도	비고
6059	아이에스동서	10780	C이하	B	C이하	B	2019	
6058	아이에이치큐	3560	B	B+	C이하	C이하	2019	
6057	아주캐피탈	33660	B	B+	B+	C이하	2019	금융회사
6056	아트라스BX	23890	B+	B+	B	B	2019	
6055	안랩	53800	B	B+	B+	C이하	2019	
6054	알루코	1780	C이하	B	B	C이하	2019	
6053	애경유화	161000	B	B	C이하	B+	2019	
6052	에넥스	11090	C이하	C	B+	B	2019	
6051	에버다임	41440	B+	B+	B+	B	2019	
6050	에스에프에이	56190	B+	B+	B	B	2019	
6049	에스엘	5850	C이하	C	B+	B	2019	
6048	에스엠	41510	C이하	C	B	C이하	2019	
6047	에스엠코어	7820	B	B	C이하	B	2019	
6046	에스원	12750	B+	B+	B+	B	2019	
6045	에스제이엠	123700	C이하	B	B	C이하	2019	
6044	에스제이엠홀딩스	25530	B	B+	B	C이하	2019	
6043	에스티팜	237690	B	B+	B	C이하	2019	
6042	에쓰씨엔지니어링	23960	C이하	C	C이하	B	2019	
6041	에이블씨엔씨	78520	C이하	C	C이하	C이하	2019	
6040	에이비엘생명보험	804337		B			2019	금융회사
6039	에이아이에이생명보험	801688		B			2019	금융회사
6038	에이엔피	15260	C이하	D	C이하	B	2019	
6037	에이치엘비	28300	C이하	C	C이하	C이하	2019	
6036	에이프로젠 KIC	7460	C이하	C	C이하	B	2019	
6035	에이프로젠제약	3060	C이하	D	C이하	C이하	2019	
6034	에코프로	86520	B	B	B+	C이하	2019	
6033	엔씨소프트	36570	B	B+	B	C이하	2019	
6032	엔에스쇼핑	138250	B	B+	B+	C이하	2019	
6031	엔에이치엔	181710	B	B+	B	C이하	2019	
6030	엔케이	85310	C이하	D	C이하	B	2019	
6029	엔케이물산	9810	C이하	C	C이하	C이하	2019	
6028	엔피씨	4250	C이하	C	C이하	C이하	2019	
6027	엘앤에프	66970	C이하	C	B+	B	2019	
6026	영보화학	14440	B	B	B	B	2019	
6025	영원무역	111770	C이하	B	C이하	C이하	2019	
6024	영원무역홀딩스	9970	C이하	B	C이하	C이하	2019	
6023	영진약품	3520	B	B	B	C이하	2019	
6022	영풍	670	C이하	C	C이하	C이하	2019	
6021	영풍정밀	36560	B	B+	C이하	B	2019	
6020	영풍제지	6740	C이하	C	C이하	B	2019	
6019	영화금속	12280	C이하	B	C이하	C이하	2019	
6018	영흥철강	12160	C이하	B	B	C이하	2019	
6017	예스코홀딩스	15360	B	B+	B+	C이하	2019	
6016	오뚜기	7310	B+	B+	A	B+	2019	
6015	오렌지라이프	79440	B	B+	B+	C이하	2019	금융회사
6014	오리엔트바이오	2630	B	B	B	B	2019	
6013	오리온	271560	B+	B+	B	B	2019	
6012	오리온홀딩스	1800	B+	B+	B+	C이하	2019	
6011	오리콤	10470	B	B	B	C이하	2019	
6010	오스템임플란트	48260	B	B+	B	C이하	2019	
6009	와이지-원	19210	B	B+	B+	C이하	2019	
6008	와이지엔터테인먼트	122870	C이하	C	B	C이하	2019	
6007	용평리조트	70960	B	B	B	B	2019	
6006	우리들제약	4720	C이하	C	B	C이하	2019	
6005	우리들휴브레인	118000	C이하	C	B	C이하	2019	
6004	우리은행	30		C이하			2019	금융회사
6003	우리종금	10050	C이하	C이하	C이하	C이하	2019	금융회사
6002	우리카드	879070		B+			2019	금융회사
6001	우성사료	6980	C이하	C	B	C이하	2019	
6000	우신시스템	17370	B	B	C이하	B	2019	
5999	우진	105840	B	B	B	B	2019	
5998	우진플라임	49800	B	B	B	B	2019	
5997	웅진	16880	C이하	C	B	C이하	2019	
5996	웅진씽크빅	95720	B	B+	B	C이하	2019	
5995	웅진코웨이	21240	A	B+	A	A+	2019	
5994	원림	5820	C이하	B	C이하	C이하	2019	
5993	원익IPS	240810	C이하	C	B+	C이하	2019	
5992	원익홀딩스	30530	C이하	C	B+	C이하	2019	
5991	웰바이오텍	10600	C이하	C	C이하	C이하	2019	
5990	웹젠	69080	C이하	C	B	C이하	2019	
5989	위메이드	112040	B	B	B	C이하	2019	
5988	윌비스	8600	C이하	C	C이하	C이하	2019	
5987	유나이티드	33270	B+	B	A	B	2019	
5986	유니드	14830	B	B	C이하	B	2019	
5985	유니온	910	C이하	C	B+	C이하	2019	
5984	유니온머티리얼	47400	C이하	B	B	C이하	2019	
5983	유니켐	11330	B	B+	C이하	B	2019	
5982	유니퀘스트	77500	B	B+	C이하	C이하	2019	
5981	유성기업	2920	C이하	C	B	B	2019	
5980	유수홀딩스	700	B	B+	B+	C이하	2019	
5979	유안타증권	3470	B	B	B	C이하	2019	금융회사
5978	유양디앤유	11690	B	B	B	B	2019	
5977	유엔젤	72130	C이하	C	C이하	B	2019	
5976	유유제약	220	B	B+	C이하	B	2019	
5975	유진기업	23410	C이하	D	C이하	C이하	2019	
5974	유진증권	1200	C이하	B	C이하	C이하	2019	금융회사
5973	유진테크	84370	B	B	B+	C이하	2019	
5972	유한양행	100	B+	B+	B+	B+	2019	
5971	유화증권	3460	C이하	C이하	C이하	C이하	2019	금융회사
5970	율촌화학	8730	B	B+	B+	C이하	2019	
5969	이건산업	8250	C이하	C	C이하	C이하	2019	
5968	이구산업	25820	B	B	C이하	B	2019	
5967	이노션	214320	B+	B+	B+	C이하	2019	
5966	이녹스첨단소재	272290	C이하	B	C이하	C이하	2019	
5965	이니텍	53350	B	B	B	C이하	2019	
5964	이마트	139480	B+	B+	A	B+	2019	
5963	이베스트투자증권	78020	B	B	B	C이하	2019	금융회사
5962	이수페타시스	7660	B	C	B+	B+	2019	
5961	이수화학	5950	B	B	B	B	2019	
5960	이스타코	15020	C이하	C	C이하	C이하	2019	
5959	이아이디	93230	C이하	C	C이하	C이하	2019	
5958	이연제약	102460	B	B+	B	C이하	2019	
5957	이오테크닉스	39030	C이하	C	B	B	2019	
5956	이월드	84680	C이하	C	C이하	C이하	2019	
5955	이테크건설	16250	B	B	B	B	2019	
5954	이화산업	760	C이하	C	C이하	C이하	2019	
5953	인디에프	14990	C이하	C	B	C이하	2019	
5952	인바디	41830	C이하	B	C이하	C이하	2019	
5951	인스코비	6490	C이하	C	B	B	2019	
5950	인지컨트롤스	23800	C이하	C	B	B	2019	
5949	인천도시가스	34590	B	B+	B	C이하	2019	
5948	인터지스	129260	B+	B+	B+	B	2019	
5947	인터플렉스	51370	C이하	C	B	B	2019	
5946	인트론바이오	48530	B	B	C이하	B	2019	
5945	인팩	23810	C이하	B	B	C이하	2019	
5944	일동제약	249420	B+	A	A	C이하	2019	
5943	일동홀딩스	230	B+	B+	A	C이하	2019	
5942	일성건설	13360	C이하	C	C이하	B	2019	
5941	일성신약	3120	B	B	B	C이하	2019	
5940	일신방직	3200	C이하	B+	C이하	C이하	2019	
5939	일신석재	7110	C이하	C	C이하	C이하	2019	
5938	일양약품	7570	B	B	B	C이하	2019	
5937	일정실업	8500	C이하	C	C이하	B	2019	
5936	일진다이아	81000	C이하	B	B	C이하	2019	
5935	일진디스플	20760	B	B	C이하	B	2019	
5934	일진머티리얼즈	20150	B	B	B	B	2019	
5933	일진전기	103590	C이하	B	C이하	B	2019	
5932	일진홀딩스	15860	C이하	B	C이하	C이하	2019	
5931	잇츠한불	226320	B	B	B	B	2019	
5930	자화전자	33240	B	B	B	B	2019	
5929	전방	950	C이하	C	B	C이하	2019	
5928	전북은행	6350		A			2019	금융회사
5927	제낙스	65620	C이하	D	C이하	C이하	2019	
5926	제넥신	95700	C이하	B	B	C이하	2019	
5925	제이비우리캐피탈	818905		A			2019	금융회사
5924	제이에스코퍼레이션	194370	C이하	B+	C이하	C이하	2019	
5923	제이준코스메틱	25620	C이하	B	C이하	C이하	2019	
5922	제이콘텐트리	36420	C이하	C	B	C이하	2019	
5921	제일기획	30000	B	B+	B+	C이하	2019	
5920	제일약품	271980	C이하	B	B	C이하	2019	
5919	제일연마	1560	C이하	B+	C이하	C이하	2019	
5918	제일파마홀딩스	2620	B	B	B	C이하	2019	
5917	제주은행	6220	B+	B+	B+	C이하	2019	금융회사
5916	제주항공	89590	B	B+	B	C이하	2019	
5915	조광페인트	4910	C이하	B	B	C이하	2019	
5914	조광피혁	4700	B	B	B	B	2019	
5913	조비	1550	C이하	C	B	C이하	2019	
5912	조선내화	480	B	B	B	B	2019	
5911	조선선재	120030	C이하	B	C이하	C이하	2019	
5910	조일알미늄	18470	C이하	C	C이하	B	2019	
5909	조흥	2600	B	B	C이하	B	2019	
5908	종근당	185750	B	B	B+	C이하	2019	
5907	종근당바이오	63160	C이하	C	B	B	2019	
5906	종근당홀딩스	1630	B	B	B+	C이하	2019	
5905	주성엔지니어링	36930	B+	B+	B+	B+	2019	
5904	주연테크	44380	C이하	C	B	C이하	2019	
5903	지니뮤직	43610	B	B	B	C이하	2019	
5902	지엠비코리아	13870	C이하	B	C이하	C이하	2019	
5901	지역난방공사	71320	B+	B	A	B+	2019	
5900	지코	10580	C이하	B	C이하	C이하	2019	
5899	지투알	35000	B	B+	B+	C이하	2019	
5898	지트리비앤티	115450	C이하	B	C이하	C이하	2019	
5897	진도	88790	C이하	C	C이하	C이하	2019	
5896	진양산업	3780	C이하	B	C이하	C이하	2019	
5895	진양폴리우레탄	10640	C이하	C	C이하	C이하	2019	
5894	진양홀딩스	100250	B	B+	C이하	C이하	2019	
5893	진양화학	51630	C이하	C	C이하	C이하	2019	
5892	진에어	272450	B	B+	C이하	C이하	2019	
5891	진원생명과학	11000	C이하	C	C이하	C이하	2019	
5890	진흥기업	2780	B	B	B	B	2019	
5889	차바이오텍	85660	C이하	C	B	C이하	2019	
5888	참엔지니어링	9310	C이하	D	B	B	2019	
5887	천일고속	650	B	B+	B	C이하	2019	
5886	청호컴넷	12600	B	B	C이하	B	2019	
5885	체시스	33250	C이하	B	B	C이하	2019	
5884	카카오	35720	B	B+	B+	C이하	2019	
5883	카프로	6380	B	B	B	B	2019	
5882	컨버즈	109070	C이하	D	C이하	C이하	2019	
5881	컴투스	78340	B	B	B	C이하	2019	
5880	케어젠	214370	C이하	B	C이하	C이하	2019	
5879	케이디비생명보험	807958		B			2019	금융회사
5878	케이뱅크은행	800172		A			2019	금융회사
5877	케이비아이동국실업	1620	C이하	C	C이하	B	2019	
5876	케이씨	29460	B	B	B+	B	2019	
5875	케이씨씨	2380	B	C	A	B+	2019	
5874	케이씨텍	281820	B	B	B+	B	2019	
5873	케이씨티시	9070	B	B	B+	B	2019	
5872	케이티	30200	B+	B+	B	A	2019	
5871	케이티스카이라이프	53210	B+	B+	B+	C이하	2019	
5870	케이티앤지	33780	A+	A+	A+	B+	2019	
5869	코리아써키트	7810	C이하	C	B	B	2019	
5868	코리아오토글라스	152330	B	B	C이하	B	2019	
5867	코리안리	3690	B	B+	B	C이하	2019	금융회사
5866	코미팜	41960	C이하	B	C이하	C이하	2019	
5865	코스맥스	192820	B	B	B	B	2019	
5864	코스맥스비티아이	44820	B	B+	B	C이하	2019	
5863	코스맥스엔비티	222040	C이하	B	B	C이하	2019	
5862	코스모신소재	5070	B+	B+	B	B+	2019	
5861	코스모화학	5420	C이하	C	C이하	B	2019	
5860	코아스	71950	B	B	C이하	B	2019	
5859	코오롱	2020	C이하	C	B	C이하	2019	
5858	코오롱글로벌	3070	B	B+	B	C이하	2019	
5857	코오롱머티리얼	144620	C이하	B	B	C이하	2019	
5856	코오롱생명과학	102940	C이하	D	C이하	C이하	2019	
5855	코오롱인더	120110	B+	B+	B+	B+	2019	
5854	코오롱플라스틱	138490	B+	B+	B+	B+	2019	
5853	코웰패션	33290	C이하	C	B	C이하	2019	
5852	콜마비앤에이치	200130	C이하	B+	C이하	C이하	2019	
5851	콤텍시스템	31820	C이하	C	B	C이하	2019	
5850	쿠쿠홀딩스	192400	C이하	B	C이하	C이하	2019	
5849	큐로	15590	B	B	C이하	B	2019	
5848	크라운제과	264900	B	B	B+	C이하	2019	
5847	크라운해태홀딩스	5740	B	B	B+	C이하	2019	
5846	크리스탈	83790	C이하	B+	C이하	C이하	2019	
5845	클리오	237880	C이하	B+	C이하	C이하	2019	
5844	키다리스튜디오	20120	B	B	B	B	2019	
5843	키움증권	39490	B	B	B	C이하	2019	금융회사
5842	키위미디어그룹	12170	C이하	C	B	C이하	2019	
5841	태경산업	15890	C이하	B	C이하	C이하	2019	
5840	태경화학	6890	C이하	C	C이하	C이하	2019	
5839	태광산업	3240	C이하	C	B+	C이하	2019	
5838	태림포장	11280	C이하	C	C이하	B	2019	
5837	태양금속공업	4100	B	B	B	B+	2019	
5836	태영건설	9410	B	B+	B	C이하	2019	
5835	태원물산	1420	C이하	B	C이하	C이하	2019	
5834	태평양물산	7980	C이하	B	B+	C이하	2019	
5833	테스	95610	C이하	B	B	C이하	2019	
5832	테이팩스	55490	C이하	C	B	C이하	2019	
5831	텔코웨어	78000	C이하	B	C이하	C이하	2019	
5830	텔콘RF제약	200230	C이하	C	C이하	C이하	2019	
5829	토니모리	214420	C이하	B+	C이하	C이하	2019	
5828	톱텍	108230	C이하	C	C이하	C이하	2019	
5827	티비에이치글로벌	84870	B	B	B+	C이하	2019	
5826	티씨케이	64760	C이하	C	B	C이하	2019	
5825	티에이치엔	19180	C이하	B	B	C이하	2019	
5824	티웨이홀딩스	4870	C이하	D	B	C이하	2019	
5823	티케이케미칼	104480	C이하	C	B	B	2019	
5822	파라다이스	34230	B	B	B	C이하	2019	
5821	파마리서치프로덕트	214450	C이하	B	B	C이하	2019	
5820	파미셀	5690	B	B	C이하	B	2019	
5819	파트론	91700	B	B	B+	C이하	2019	
5818	팜스코	36580	B	B+	B	C이하	2019	
5817	팬오션	28670	B	B+	C이하	B	2019	
5816	퍼스텍	10820	B	B	B	B	2019	
5815	퍼시스	16800	B	B	B	B	2019	
5814	펄어비스	263750	C이하	B	C이하	C이하	2019	
5813	페이퍼코리아	1020	C이하	C	B	B	2019	
5812	펩트론	87010	B	B+	B	C이하	2019	
5811	평화산업	90080	B	B	B	B	2019	
5810	평화홀딩스	10770	B	B	B	C이하	2019	
5809	포스코	5490	A	A+	B+	B	2019	
5808	포스코 ICT	22100	B	B	B+	B	2019	
5807	포스코강판	58430	B+	B+	A	B+	2019	
5806	포스코엠텍	9520	B+	B+	A	B	2019	
5805	포스코인터내셔널	47050	A+	A+	A+	A	2019	
5804	포스코케미칼	3670	B+	B+	B+	B	2019	
5803	푸르덴셜생명보험	839185		B+			2019	금융회사
5802	푸본현대생명보험	860086		B+			2019	금융회사
5801	풀무원	17810	A+	A+	A+	A	2019	
5800	풍산	103140	B+	B+	B+	B+	2019	
5799	풍산홀딩스	5810	B+	B+	B+	B	2019	
5798	피에스케이홀딩스	31980	C이하	C	B	C이하	2019	
5797	필룩스	33180	B	B	B	B	2019	
5796	하나금융지주	86790	A	A	A	A	2019	금융회사
5795	하나금융투자	805992		B+			2019	금융회사
5794	하나은행	4940		B			2019	금융회사
5793	하나카드	856659		B+			2019	금융회사
5792	하나캐피탈	809337		B+			2019	금융회사
5791	하나투어	39130	B	B	B	C이하	2019	
5790	하림	136480	B	B+	B+	C이하	2019	
5789	하림지주	3380	B	B+	B	C이하	2019	
5788	하이스틸	71090	C이하	C	C이하	C이하	2019	
5787	하이투자증권	814270		A			2019	금융회사
5786	하이트론씨스템즈	19490	C이하	B	C이하	C이하	2019	
5785	하이트진로	80	B	B	B+	B	2019	
5784	하이트진로홀딩스	140	B	B	B+	C이하	2019	
5783	한국가스공사	36460	A	B+	A+	B+	2019	
5782	한국공항	5430	B	B	B	C이하	2019	
5781	한국금융지주	71050	B	B+	B+	C이하	2019	금융회사
5780	한국내화	10040	C이하	D	C이하	C이하	2019	
5779	한국단자공업	25540	C이하	C	C이하	C이하	2019	
5778	한국석유공업	4090	C이하	B	B	C이하	2019	
5777	한국수출포장공업	2200	C이하	C	C이하	B+	2019	
5776	한국쉘석유	2960	C이하	B+	C이하	C이하	2019	
5775	한국스탠다드차타드은행	110		A+			2019	금융회사
5774	한국자산신탁	123890	C이하	C이하	C이하	C이하	2019	금융회사
5773	한국전력공사	15760	B+	B+	B+	B	2019	
5772	한국전자홀딩스	6200	B	B	B	C이하	2019	
5771	한국정보통신	25770	C이하	B	C이하	C이하	2019	
5770	한국제지	2300	B+	B	B+	B+	2019	
5769	한국종합기술	23350	B	B+	C이하	B	2019	
5768	한국주강	25890	C이하	C	C이하	C이하	2019	
5767	한국주철관공업	970	C이하	B	C이하	C이하	2019	
5766	한국철강	104700	B	B+	C이하	B+	2019	
5765	한국카본	17960	B	B	B	B	2019	
5764	한국카카오은행	800197		B+			2019	금융회사
5763	한국캐피탈	23760	C이하	C이하	C이하	C이하	2019	금융회사
5762	한국콜마	161890	B	B	B	B	2019	
5761	한국콜마홀딩스	24720	B+	B+	B	B	2019	
5760	한국타이어	161390	B+	B	A+	A	2019	
5759	한국테크놀로지그룹	240	B+	B	A+	B+	2019	
5758	한국토지신탁	34830	C이하	C이하	C이하	C이하	2019	금융회사
5757	한국투자증권	804504		B			2019	금융회사
5756	한국프랜지공업	10100	C이하	C	B	B	2019	
5755	한국항공우주	47810	A	A	A+	B+	2019	
5754	한국화장품	123690	B	B	B	C이하	2019	
5753	한국화장품제조	3350	C이하	C	B	C이하	2019	
5752	한농화성	11500	B	B	C이하	B	2019	
5751	한독	2390	B+	B+	B+	B+	2019	
5750	한라	14790	B	B	B	B	2019	
5749	한라홀딩스	60980	B+	B+	B+	B	2019	
5748	한미글로벌	53690	B+	B+	B	B	2019	
5747	한미반도체	42700	C이하	B	C이하	C이하	2019	
5746	한미사이언스	8930	C이하	D	A	B	2019	
5745	한미약품	128940	B+	B	A+	B+	2019	
5744	한샘	9240	B+	B+	B+	B	2019	
5743	한섬	20000	B	B+	A	C이하	2019	
5742	한성기업	3680	C이하	C	B	C이하	2019	
5741	한세실업	105630	B	B+	B	C이하	2019	
5740	한세엠케이	69640	C이하	B+	C이하	C이하	2019	
5739	한세예스24홀딩스	16450	B	B	B	C이하	2019	
5738	한솔로지스틱스	9180	B+	A	B+	B	2019	
5737	한솔시큐어	70300	B	B+	B	C이하	2019	
5736	한솔씨앤피	221610	C이하	C	C이하	B	2019	
5735	한솔인티큐브	70590	B	B	B	B	2019	
5734	한솔제지	213500	A	A	A	A	2019	
5733	한솔케미칼	14680	C이하	C	B	B	2019	
5732	한솔테크닉스	4710	B+	A	B+	B	2019	
5731	한솔피엔에스	10420	B	B+	B+	C이하	2019	
5730	한솔홀딩스	4150	B+	A	B+	B	2019	
5729	한솔홈데코	25750	A	A	B+	B+	2019	
5728	한신공영	4960	C이하	B	C이하	C이하	2019	
5727	한신기계공업	11700	B	B	C이하	B	2019	
5726	한양증권	1750	C이하	C이하	B+	C이하	2019	금융회사
5725	한온시스템	18880	B+	B+	B+	B+	2019	
5724	한올바이오파마	9420	B	B+	B+	C이하	2019	
5723	한익스프레스	14130	B	B	B	B	2019	
5722	한일철강	2220	C이하	C	C이하	C이하	2019	
5721	한일현대시멘트	6390	B	B	B	B	2019	
5720	한일홀딩스	3300	C이하	B	B+	C이하	2019	
5719	한전KPS	51600	B+	B+	B+	B+	2019	
5718	한전기술	52690	B+	B+	A	B+	2019	
5717	한전산업	130660	B	B	B+	B+	2019	
5716	한진	2320	B	B	B	B	2019	
5715	한진중공업	97230	C이하	B	C이하	C이하	2019	
5714	한진중공업홀딩스	3480	C이하	B	C이하	C이하	2019	
5713	한진칼	180640	C이하	C	A	B	2019	
5712	한창	5110	C이하	D	C이하	C이하	2019	
5711	한창제지	9460	C이하	D	B	B	2019	
5710	한화	880	B+	A	B+	B	2019	
5709	한화갤러리아타임월드	27390	B+	B+	A	B+	2019	
5708	한화생명	88350	B+	B	A	B+	2019	금융회사
5707	한화손해보험	370	B+	B+	A	C이하	2019	금융회사
5706	한화에어로스페이스	12450	B+	A	B+	B+	2019	
5705	한화케미칼	9830	B	B+	A	C이하	2019	
5704	한화투자증권	3530	B	B	A	C이하	2019	금융회사
5703	해성디에스	195870	A	A	A	A	2019	
5702	해태제과식품	101530	B	B+	B+	C이하	2019	
5701	핸즈코퍼레이션	143210	B	B+	B	B	2019	
5700	헬릭스미스	84990	C이하	B	C이하	C이하	2019	
5699	현대건설	720	A	B+	A	A	2019	
5698	현대건설기계	267270	B+	A	B+	C이하	2019	
5697	현대그린푸드	5440	A	A	A	B	2019	
5696	현대글로비스	86280	A	A	A	A	2019	
5695	현대로템	64350	B+	B+	A	B	2019	
5694	현대리바트	79430	A	A	A	B	2019	
5693	현대모비스	12330	A	B+	A+	A	2019	
5692	현대미포조선	10620	B+	B	A	B	2019	
5691	현대백화점	69960	A	A	A+	B	2019	
5690	현대비앤지스틸	4560	B+	B	A	B+	2019	
5689	현대상선	11200	B+	B+	B+	B+	2019	
5688	현대약품	4310	B	B	B+	B	2019	
5687	현대에이치씨엔	126560	B+	B+	A	C이하	2019	
5686	현대엘리베이터	17800	B+	B+	B+	B+	2019	
5685	현대위아	11210	B+	B+	A	B	2019	
5684	현대일렉트릭	267260	B+	B+	A	B	2019	
5683	현대자동차	5380	B+	B	A	A	2019	
5682	현대제철	4020	B+	B+	A	B+	2019	
5681	현대종합상사	11760	B	B+	C이하	C이하	2019	
5680	현대중공업	9540	A	A	B+	A	2019	
5679	현대중공업지주	267250	A	B+	A+	B+	2019	
5678	현대차증권	1500	B+	B+	A	C이하	2019	금융회사
5677	현대카드	815419		A			2019	금융회사
5676	현대캐피탈	836248		A+			2019	금융회사
5675	현대커머셜	888975		A			2019	금융회사
5674	현대코퍼레이션홀딩스	227840	C이하	B	C이하	C이하	2019	
5673	현대해상	1450	A	A	A+	A	2019	금융회사
5672	현대홈쇼핑	57050	A	A	A	B	2019	
5671	형지엘리트	93240	C이하	C	B	C이하	2019	
5670	혜인	3010	C이하	C	B	B	2019	
5669	호전실업	111110	B	B+	B	C이하	2019	
5668	호텔신라	8770	A	A	A	A	2019	
5667	화성산업	2460	B	B+	B	C이하	2019	
5666	화승알앤에이	13520	B+	B+	B+	B+	2019	
5665	화승엔터프라이즈	241590	B	B+	B	C이하	2019	
5664	화승인더스트리	6060	B	B+	B	B	2019	
5663	화신	10690	C이하	C	B	C이하	2019	
5662	화인베스틸	133820	B	B+	C이하	B	2019	
5661	화천기계	10660	C이하	C	C이하	B	2019	
5660	화천기공	850	C이하	B	B	C이하	2019	
5659	환인제약	16580	B	B+	B	C이하	2019	
5658	황금에스티	32560	C이하	C	C이하	C이하	2019	
5657	효성	4800	C이하	D	B	B	2019	
